Gene,GFPneg_Rep1,GFPpos_Rep1,GFPneg_Rep2,GFPpos_Rep2
ENSSSCG00000037400,0,2,0,0
ENSSSCG00000037401,0,0,5,0
ENSSSCG00000037410,0,0,0,0
ENSSSCG00000037411,0,0,0,0
ENSSSCG00000037419,0,0,0,0
ENSSSCG00000037421,0,0,0,0
ENSSSCG00000037422,12,7,5,9
ENSSSCG00000037426,771,188,963,152
ENSSSCG00000037428,0,11,4,16
ENSSSCG00000037429,0,0,0,0
ENSSSCG00000037437,0,0,3,1
ENSSSCG00000037444,0,1,1,0
ENSSSCG00000037445,113,500,173,832
ENSSSCG00000037454,0,0,1,0
ENSSSCG00000037457,1,0,3,0
ENSSSCG00000037462,0,0,0,0
ENSSSCG00000037466,999,284,953,140
ENSSSCG00000037473,0,5,4,7
ENSSSCG00000037475,31,4,94,22
ENSSSCG00000037476,0,0,0,0
ENSSSCG00000037479,0,0,0,0
ENSSSCG00000037487,250,1503,77,848
ENSSSCG00000037490,0,0,6,0
ENSSSCG00000037497,4,0,11,0
ENSSSCG00000037498,0,0,0,0
ENSSSCG00000037500,0,0,0,0
ENSSSCG00000037504,15,1,49,0
ENSSSCG00000037505,0,0,0,0
ENSSSCG00000037509,213,635,0,0
ENSSSCG00000037514,1,16,27,5
ENSSSCG00000037515,0,0,0,0
ENSSSCG00000037520,4,147,49,61
ENSSSCG00000037521,0,0,0,0
ENSSSCG00000037522,0,0,3,0
ENSSSCG00000037526,0,6,5,7
ENSSSCG00000037537,0,0,3,0
ENSSSCG00000037541,533,172,571,351
ENSSSCG00000037542,0,0,0,0
ENSSSCG00000037546,1,0,1,0
ENSSSCG00000037551,3,0,6,0
ENSSSCG00000037566,400,1202,570,635
ENSSSCG00000037567,78,258,28,72
ENSSSCG00000037569,0,0,1,0
ENSSSCG00000037573,0,0,0,0
ENSSSCG00000037586,0,0,1,0
ENSSSCG00000037588,0,0,0,0
ENSSSCG00000037590,0,0,0,0
ENSSSCG00000037595,352,1186,705,1967
ENSSSCG00000037596,2,0,6,0
ENSSSCG00000037597,461,2375,543,2021
ENSSSCG00000037609,422,2404,323,3046
ENSSSCG00000037620,13,0,35,0
ENSSSCG00000037632,3,0,10,0
ENSSSCG00000037635,4,0,38,1
ENSSSCG00000037645,1760,626,2691,416
ENSSSCG00000037652,33,79,158,157
ENSSSCG00000037656,0,0,0,0
ENSSSCG00000037660,0,3,0,2
ENSSSCG00000037664,1,0,9,0
ENSSSCG00000037666,0,0,0,0
ENSSSCG00000037674,907,4130,1101,5868
ENSSSCG00000037675,0,0,6,0
ENSSSCG00000037685,0,0,12,0
ENSSSCG00000037688,0,0,3,0
ENSSSCG00000037690,0,6,1,3
ENSSSCG00000037692,0,0,3,0
ENSSSCG00000037695,0,0,0,0
ENSSSCG00000037699,0,0,0,0
ENSSSCG00000037703,1,0,3,0
ENSSSCG00000037718,1,0,0,0
ENSSSCG00000037722,0,0,0,0
ENSSSCG00000037724,0,0,2,0
ENSSSCG00000037731,0,0,0,0
ENSSSCG00000037735,7377,1434,5650,1331
ENSSSCG00000037745,10,47,22,90
ENSSSCG00000037747,0,0,0,0
ENSSSCG00000037749,0,0,0,0
ENSSSCG00000037756,0,0,0,0
ENSSSCG00000037773,0,0,0,0
ENSSSCG00000037777,532,2375,789,1024
ENSSSCG00000037781,0,0,0,1
ENSSSCG00000037791,38,272,14,163
ENSSSCG00000037794,0,0,0,0
ENSSSCG00000037798,1,0,2,1
ENSSSCG00000037808,241,1231,173,2241
ENSSSCG00000037812,0,0,0,0
ENSSSCG00000037825,0,0,0,0
ENSSSCG00000037826,0,0,0,0
ENSSSCG00000037830,0,0,0,3
ENSSSCG00000037852,9,22,6,14
ENSSSCG00000037859,4,0,4,0
ENSSSCG00000037870,1,0,1,0
ENSSSCG00000037879,0,0,0,0
ENSSSCG00000037882,0,0,0,0
ENSSSCG00000037885,19,1,84,4
ENSSSCG00000037896,1,0,13,0
ENSSSCG00000037928,0,0,0,0
ENSSSCG00000037938,0,0,0,0
ENSSSCG00000037942,0,0,1,0
ENSSSCG00000037952,3,0,0,0
ENSSSCG00000037957,0,0,7,0
ENSSSCG00000037959,0,0,6,0
ENSSSCG00000037962,0,0,0,0
ENSSSCG00000037968,0,0,0,0
ENSSSCG00000037979,273,1025,387,2163
ENSSSCG00000037981,3,4,8,0
ENSSSCG00000037982,0,0,0,0
ENSSSCG00000037988,1,0,0,0
ENSSSCG00000037993,3,0,1,0
ENSSSCG00000037995,22,79,16,33
ENSSSCG00000037996,5,0,13,0
ENSSSCG00000037997,74,203,212,220
ENSSSCG00000037998,0,0,7,0
ENSSSCG00000038005,13,200,61,110
ENSSSCG00000038009,63,224,75,232
ENSSSCG00000038019,0,0,6,0
ENSSSCG00000038021,7,0,1,0
ENSSSCG00000038027,5,9,17,5
ENSSSCG00000038028,0,0,0,0
ENSSSCG00000038029,0,0,0,0
ENSSSCG00000038035,0,0,0,0
ENSSSCG00000038037,0,0,0,0
ENSSSCG00000038039,0,0,3,0
ENSSSCG00000038043,7,51,18,47
ENSSSCG00000038048,40,32,4,1
ENSSSCG00000038050,0,0,0,0
ENSSSCG00000038056,1,0,1,0
ENSSSCG00000038060,0,0,0,0
ENSSSCG00000038062,3337,529,2923,712
ENSSSCG00000038066,5,5,17,0
ENSSSCG00000038067,142,28,101,37
ENSSSCG00000038078,0,0,6,0
ENSSSCG00000038092,0,0,0,0
ENSSSCG00000038095,32,180,59,118
ENSSSCG00000038099,5,10,43,3
ENSSSCG00000038107,2,0,0,1
ENSSSCG00000038109,0,0,0,0
ENSSSCG00000038112,1,11,7,15
ENSSSCG00000038114,0,0,0,0
ENSSSCG00000038117,1,0,5,0
ENSSSCG00000038121,1,0,8,0
ENSSSCG00000038122,6,16,4,3
ENSSSCG00000038124,1,0,12,0
ENSSSCG00000038141,43,359,58,259
ENSSSCG00000038144,2950,23067,397,15088
ENSSSCG00000038146,0,0,0,0
ENSSSCG00000038150,68,80,144,135
ENSSSCG00000038171,2,0,23,32
ENSSSCG00000038176,0,0,2,0
ENSSSCG00000038182,1,0,2,0
ENSSSCG00000038183,0,0,2,0
ENSSSCG00000038187,305,720,291,577
ENSSSCG00000038188,3,0,13,0
ENSSSCG00000038192,13,16,4,18
ENSSSCG00000038198,0,0,2,0
ENSSSCG00000038200,0,0,0,0
ENSSSCG00000038208,2,3,9,12
ENSSSCG00000038212,0,0,10,0
ENSSSCG00000038215,37,7,30,4
ENSSSCG00000038216,4,0,22,0
ENSSSCG00000038218,0,0,0,0
ENSSSCG00000038219,0,0,4,0
ENSSSCG00000038226,0,0,0,5
ENSSSCG00000038228,33,61,126,115
ENSSSCG00000038238,0,0,0,0
ENSSSCG00000038243,0,0,5,0
ENSSSCG00000038249,59,362,0,0
ENSSSCG00000038260,119,393,106,326
ENSSSCG00000038263,0,0,0,0
ENSSSCG00000038264,3,7,6,0
ENSSSCG00000038276,3,0,7,0
ENSSSCG00000038283,3,0,35,0
ENSSSCG00000038289,62,216,38,201
ENSSSCG00000038292,0,0,0,0
ENSSSCG00000038295,0,0,4,0
ENSSSCG00000038302,0,0,0,0
ENSSSCG00000038304,434,2054,319,2963
ENSSSCG00000038306,0,0,0,0
ENSSSCG00000038312,2,0,2,0
ENSSSCG00000038321,0,0,3,0
ENSSSCG00000038324,0,0,0,0
ENSSSCG00000038326,27,187,21,85
ENSSSCG00000038327,59,171,104,206
ENSSSCG00000038331,20,20,51,11
ENSSSCG00000038333,6,0,12,0
ENSSSCG00000038346,0,0,0,0
ENSSSCG00000038351,53,3,79,4
ENSSSCG00000038358,0,0,0,0
ENSSSCG00000038359,1859,4979,2420,2506
ENSSSCG00000038360,4,20,3,4
ENSSSCG00000038361,0,0,0,0
ENSSSCG00000038362,0,0,0,0
ENSSSCG00000038364,369,2265,558,5254
ENSSSCG00000038382,8,0,24,0
ENSSSCG00000038394,121,405,173,559
ENSSSCG00000038396,0,0,0,0
ENSSSCG00000038400,0,0,0,0
ENSSSCG00000038408,0,0,0,0
ENSSSCG00000038414,29,92,82,75
ENSSSCG00000038418,210,30,55,29
ENSSSCG00000038419,11,4,33,7
ENSSSCG00000038421,8,0,22,0
ENSSSCG00000038429,181,127,263,299
ENSSSCG00000038434,0,0,11,0
ENSSSCG00000038441,2,1,27,0
ENSSSCG00000038446,7,0,13,0
ENSSSCG00000038447,5,7,6,16
ENSSSCG00000038455,7,8,3,9
ENSSSCG00000038457,0,0,0,0
ENSSSCG00000038458,0,0,0,0
ENSSSCG00000038461,6,5,20,13
ENSSSCG00000038475,34,64,65,151
ENSSSCG00000038476,1,0,28,0
ENSSSCG00000038477,21,166,132,323
ENSSSCG00000038479,0,0,0,0
ENSSSCG00000038498,0,0,0,0
ENSSSCG00000038506,665,1140,802,1576
ENSSSCG00000038515,2,8,55,4
ENSSSCG00000038516,0,0,6,0
ENSSSCG00000038517,0,0,1,0
ENSSSCG00000038518,0,0,0,0
ENSSSCG00000038523,1,0,47,0
ENSSSCG00000038527,19,88,50,76
ENSSSCG00000038531,0,0,5,0
ENSSSCG00000038537,0,0,1,0
ENSSSCG00000038539,23,31,52,58
ENSSSCG00000038540,86,1415,73,745
ENSSSCG00000038544,0,0,0,0
ENSSSCG00000038557,0,0,0,0
ENSSSCG00000038561,3,0,4,0
ENSSSCG00000038565,0,0,0,0
ENSSSCG00000038567,0,0,0,0
ENSSSCG00000038570,0,0,0,3
ENSSSCG00000038575,3,3,4,0
ENSSSCG00000038588,0,0,0,3
ENSSSCG00000038591,0,0,0,0
ENSSSCG00000038594,74,719,37,388
ENSSSCG00000038601,5,0,42,0
ENSSSCG00000038602,56,233,14,328
ENSSSCG00000038605,0,0,0,0
ENSSSCG00000038606,3,13,3,7
ENSSSCG00000038616,4,0,34,0
ENSSSCG00000038625,0,0,0,0
ENSSSCG00000038630,74,299,116,530
ENSSSCG00000038633,140,666,252,1572
ENSSSCG00000038637,3,0,5,0
ENSSSCG00000038638,0,0,0,0
ENSSSCG00000038644,4,0,25,0
ENSSSCG00000038647,2,0,9,0
ENSSSCG00000038652,0,0,0,0
ENSSSCG00000038658,0,0,11,0
ENSSSCG00000038663,35,0,88,2
ENSSSCG00000038670,0,0,0,0
ENSSSCG00000038672,3,0,5,0
ENSSSCG00000038683,4,0,4,0
ENSSSCG00000038686,0,0,0,0
ENSSSCG00000038692,0,0,0,0
ENSSSCG00000038698,0,0,0,0
ENSSSCG00000038699,2,0,8,0
ENSSSCG00000038707,2,0,5,0
ENSSSCG00000038708,219,264,162,133
ENSSSCG00000038709,0,2,0,4
ENSSSCG00000038714,65,375,189,186
ENSSSCG00000038715,281,1751,278,982
ENSSSCG00000038717,72,300,93,210
ENSSSCG00000038719,312,116,80,2
ENSSSCG00000038734,0,0,5,0
ENSSSCG00000038741,4,0,11,0
ENSSSCG00000038756,0,1,0,0
ENSSSCG00000038757,43,171,92,257
ENSSSCG00000038781,0,0,0,0
ENSSSCG00000038797,4,9,2,6
ENSSSCG00000038805,217,1234,142,694
ENSSSCG00000038814,0,0,0,0
ENSSSCG00000038816,1,0,3,0
ENSSSCG00000038821,0,0,2,0
ENSSSCG00000038825,1253,357,1701,261
ENSSSCG00000038827,0,0,0,0
ENSSSCG00000038829,19,98,20,48
ENSSSCG00000038836,3,8,23,1
ENSSSCG00000038852,182,915,205,466
ENSSSCG00000038865,0,0,0,0
ENSSSCG00000038881,0,0,0,0
ENSSSCG00000038885,0,0,20,11
ENSSSCG00000038887,0,0,0,0
ENSSSCG00000038889,0,0,3,0
ENSSSCG00000038892,3,0,8,0
ENSSSCG00000038900,258,843,345,1720
ENSSSCG00000038903,2,0,18,1
ENSSSCG00000038906,3,1,22,0
ENSSSCG00000038922,3,0,0,0
ENSSSCG00000038924,0,0,2,0
ENSSSCG00000038935,0,0,0,0
ENSSSCG00000038936,0,0,0,0
ENSSSCG00000038937,0,0,1,0
ENSSSCG00000038939,0,0,0,0
ENSSSCG00000038944,0,0,9,0
ENSSSCG00000038945,0,0,0,0
ENSSSCG00000038947,2171,5952,2865,10712
ENSSSCG00000038959,0,0,0,0
ENSSSCG00000038960,89,947,103,895
ENSSSCG00000038969,370,2340,64,1233
ENSSSCG00000038975,3,2,10,4
ENSSSCG00000038980,0,0,0,0
ENSSSCG00000038991,227,965,192,1547
ENSSSCG00000038993,2,50,5,19
ENSSSCG00000038996,2,0,10,0
ENSSSCG00000038998,0,1,1,1
ENSSSCG00000039002,12,45,20,20
ENSSSCG00000039004,227,1187,308,2514
ENSSSCG00000039007,0,0,12,0
ENSSSCG00000039008,0,0,1,0
ENSSSCG00000039009,16,29,19,5
ENSSSCG00000039015,2,0,0,0
ENSSSCG00000039020,0,0,0,0
ENSSSCG00000039023,0,0,4,1
ENSSSCG00000039026,0,0,0,0
ENSSSCG00000039027,5,55,6,56
ENSSSCG00000039030,0,0,0,0
ENSSSCG00000039035,4,0,13,0
ENSSSCG00000039039,0,0,3,0
ENSSSCG00000039042,0,0,2,0
ENSSSCG00000039066,3,0,4,0
ENSSSCG00000039068,0,0,8,0
ENSSSCG00000039071,1002,1544,1888,1963
ENSSSCG00000039073,47,141,44,129
ENSSSCG00000039077,0,0,0,0
ENSSSCG00000039085,76,375,147,215
ENSSSCG00000039089,17,54,51,42
ENSSSCG00000039091,0,0,0,0
ENSSSCG00000039095,12,9,51,4
ENSSSCG00000039106,4,7,5,11
ENSSSCG00000039107,43,171,105,200
ENSSSCG00000039112,0,0,0,0
ENSSSCG00000039118,0,1,0,0
ENSSSCG00000039120,0,0,7,0
ENSSSCG00000039124,0,0,0,0
ENSSSCG00000039142,1,0,5,0
ENSSSCG00000039144,60,193,19,40
ENSSSCG00000039158,0,0,2,0
ENSSSCG00000039159,21,71,17,183
ENSSSCG00000039160,103,365,114,202
ENSSSCG00000039163,0,0,0,0
ENSSSCG00000039172,0,0,0,0
ENSSSCG00000039179,51,74,47,105
ENSSSCG00000039180,2,0,14,12
ENSSSCG00000039191,417,2314,529,2451
ENSSSCG00000039192,0,0,1,0
ENSSSCG00000039201,567,1307,857,709
ENSSSCG00000039209,3,0,5,0
ENSSSCG00000039214,202,32,960,153
ENSSSCG00000039222,878,437,1257,206
ENSSSCG00000039228,4,0,9,0
ENSSSCG00000039232,0,0,0,0
ENSSSCG00000039233,0,0,8,0
ENSSSCG00000039234,2,33,0,6
ENSSSCG00000039240,7,0,27,0
ENSSSCG00000039241,0,0,3,0
ENSSSCG00000039249,689,2164,826,1374
ENSSSCG00000039255,0,0,0,0
ENSSSCG00000039256,0,0,0,0
ENSSSCG00000039259,5,16,6,33
ENSSSCG00000039263,0,0,0,0
ENSSSCG00000039268,0,0,2,0
ENSSSCG00000039273,3,198,2,457
ENSSSCG00000039279,0,0,9,0
ENSSSCG00000039281,0,0,0,0
ENSSSCG00000039282,0,0,0,0
ENSSSCG00000039286,1,0,29,0
ENSSSCG00000039294,0,0,0,0
ENSSSCG00000039306,5,0,14,0
ENSSSCG00000039313,0,0,0,0
ENSSSCG00000039331,213,1146,264,1885
ENSSSCG00000039341,23,34,70,233
ENSSSCG00000039349,0,0,1,0
ENSSSCG00000039352,0,0,5,0
ENSSSCG00000039356,0,0,0,0
ENSSSCG00000039361,0,0,0,0
ENSSSCG00000039362,2,0,2,0
ENSSSCG00000039363,9,0,18,0
ENSSSCG00000039365,0,0,0,0
ENSSSCG00000039367,2,0,32,0
ENSSSCG00000039368,31,131,125,102
ENSSSCG00000039370,37,49,135,58
ENSSSCG00000039382,4,0,14,0
ENSSSCG00000039396,2,0,0,0
ENSSSCG00000039400,0,0,3,0
ENSSSCG00000039405,0,0,1,0
ENSSSCG00000039407,321,53,672,120
ENSSSCG00000039409,0,0,0,0
ENSSSCG00000039414,1,0,2,0
ENSSSCG00000039417,0,0,2,0
ENSSSCG00000039422,5,0,0,0
ENSSSCG00000039428,7,0,1,0
ENSSSCG00000039430,2,0,2,0
ENSSSCG00000039433,0,0,0,0
ENSSSCG00000039436,0,0,8,0
ENSSSCG00000039443,16,0,27,0
ENSSSCG00000039446,0,0,0,0
ENSSSCG00000039448,0,0,0,0
ENSSSCG00000039454,0,0,4,0
ENSSSCG00000039455,6,0,1,0
ENSSSCG00000039458,1,0,0,0
ENSSSCG00000039465,0,0,5,0
ENSSSCG00000039466,1,51,6,23
ENSSSCG00000039473,819,718,615,404
ENSSSCG00000039475,0,0,0,0
ENSSSCG00000039478,4,0,5,0
ENSSSCG00000039489,0,0,0,0
ENSSSCG00000039500,2,11,13,11
ENSSSCG00000039506,7527,26957,9542,53016
ENSSSCG00000039518,3,0,0,0
ENSSSCG00000039519,0,0,0,0
ENSSSCG00000039523,326,1577,332,2416
ENSSSCG00000039538,108,239,162,120
ENSSSCG00000039544,2307,13733,5452,20112
ENSSSCG00000039545,66,494,38,1062
ENSSSCG00000039560,0,0,0,0
ENSSSCG00000039561,4,1,26,1
ENSSSCG00000039565,0,0,0,0
ENSSSCG00000039566,0,0,7,0
ENSSSCG00000039569,0,0,0,0
ENSSSCG00000039571,0,0,0,0
ENSSSCG00000039578,4,0,4,0
ENSSSCG00000039582,1321,4187,1729,6732
ENSSSCG00000039585,0,0,0,0
ENSSSCG00000039587,19,54,12,41
ENSSSCG00000039589,0,0,10,0
ENSSSCG00000039596,0,0,0,0
ENSSSCG00000039610,0,0,0,0
ENSSSCG00000039611,0,0,0,0
ENSSSCG00000039612,230,941,187,1653
ENSSSCG00000039614,0,0,0,0
ENSSSCG00000039615,0,0,0,0
ENSSSCG00000039617,0,0,0,0
ENSSSCG00000039635,239,947,389,2171
ENSSSCG00000039638,2,0,7,0
ENSSSCG00000039643,1,0,0,0
ENSSSCG00000039644,3,5,18,0
ENSSSCG00000039656,676,704,1288,355
ENSSSCG00000039658,678,1252,1431,635
ENSSSCG00000039661,10,37,38,13
ENSSSCG00000039669,0,0,0,0
ENSSSCG00000039682,0,0,5,0
ENSSSCG00000039685,0,0,1,0
ENSSSCG00000039694,0,0,6,0
ENSSSCG00000039695,38,133,33,184
ENSSSCG00000039700,0,0,0,0
ENSSSCG00000039702,8,0,4,0
ENSSSCG00000039704,19,104,158,47
ENSSSCG00000039706,146,58,407,50
ENSSSCG00000039709,14,0,6,0
ENSSSCG00000039712,3,42,0,0
ENSSSCG00000039717,0,0,8,0
ENSSSCG00000039731,1052,501,1042,616
ENSSSCG00000039740,1057,5353,2202,8137
ENSSSCG00000039747,0,0,0,0
ENSSSCG00000039748,0,0,0,0
ENSSSCG00000039750,0,0,0,0
ENSSSCG00000039753,1,7,13,1
ENSSSCG00000039758,948,103,311,62
ENSSSCG00000039764,0,0,0,0
ENSSSCG00000039768,0,0,0,0
ENSSSCG00000039774,29,99,27,175
ENSSSCG00000039778,0,2,6,39
ENSSSCG00000039784,0,0,0,0
ENSSSCG00000039788,0,0,1,0
ENSSSCG00000039791,16,0,67,1
ENSSSCG00000039792,101,627,67,865
ENSSSCG00000039799,5,1,8,6
ENSSSCG00000039807,158,1036,26,503
ENSSSCG00000039810,0,0,0,0
ENSSSCG00000039815,3,10,17,12
ENSSSCG00000039820,0,0,0,0
ENSSSCG00000039821,218,254,131,26
ENSSSCG00000039823,12,5,11,5
ENSSSCG00000039826,0,0,0,0
ENSSSCG00000039829,0,0,0,0
ENSSSCG00000039831,0,0,0,0
ENSSSCG00000039832,0,0,0,0
ENSSSCG00000039836,0,0,7,0
ENSSSCG00000039848,0,0,4,0
ENSSSCG00000039851,3,0,5,0
ENSSSCG00000039859,0,0,0,0
ENSSSCG00000039865,0,0,0,0
ENSSSCG00000039869,1,0,1,0
ENSSSCG00000039871,6,19,3,20
ENSSSCG00000039880,49,82,40,261
ENSSSCG00000039883,15,12,18,1
ENSSSCG00000039894,2177,11396,2722,7186
ENSSSCG00000039898,0,0,0,0
ENSSSCG00000039900,1,0,5,0
ENSSSCG00000039906,6,0,13,0
ENSSSCG00000039911,0,0,0,0
ENSSSCG00000039915,81,309,120,257
ENSSSCG00000039926,28,645,52,1027
ENSSSCG00000039927,0,0,0,0
ENSSSCG00000039933,0,0,0,0
ENSSSCG00000039939,0,0,7,0
ENSSSCG00000039941,0,0,0,0
ENSSSCG00000039954,0,0,0,0
ENSSSCG00000039959,2,0,3,0
ENSSSCG00000039961,0,9,18,3
ENSSSCG00000039963,0,0,0,0
ENSSSCG00000039972,239,1056,228,1120
ENSSSCG00000039977,0,8,9,16
ENSSSCG00000039979,0,0,0,0
ENSSSCG00000039981,0,0,5,0
ENSSSCG00000039990,12,113,63,170
ENSSSCG00000039995,0,0,0,0
ENSSSCG00000040009,12,0,44,0
ENSSSCG00000040016,451,181,1032,205
ENSSSCG00000040019,5,17,28,6
ENSSSCG00000040026,3,0,2,0
ENSSSCG00000040034,0,0,2,0
ENSSSCG00000040035,4,0,34,0
ENSSSCG00000040041,0,0,0,0
ENSSSCG00000040050,0,0,6,0
ENSSSCG00000040051,0,0,0,0
ENSSSCG00000040056,321,839,540,819
ENSSSCG00000040059,0,0,0,0
ENSSSCG00000040065,0,0,0,0
ENSSSCG00000040067,28,235,83,108
ENSSSCG00000040074,0,0,0,0
ENSSSCG00000040079,0,0,0,0
ENSSSCG00000040083,8,43,17,7
ENSSSCG00000040084,0,0,0,0
ENSSSCG00000040085,0,0,0,0
ENSSSCG00000040088,10,0,78,0
ENSSSCG00000040100,34,233,121,56
ENSSSCG00000040103,32,134,42,67
ENSSSCG00000040104,0,0,7,0
ENSSSCG00000040106,11,0,25,0
ENSSSCG00000040109,7,20,2,45
ENSSSCG00000040110,12,5,22,23
ENSSSCG00000040114,0,0,0,0
ENSSSCG00000040118,715,3340,482,1888
ENSSSCG00000040123,5,0,6,0
ENSSSCG00000040135,0,0,1,0
ENSSSCG00000040136,0,0,0,0
ENSSSCG00000040137,0,0,0,0
ENSSSCG00000040141,4,4,8,0
ENSSSCG00000040143,0,0,0,0
ENSSSCG00000040153,0,0,10,6
ENSSSCG00000040155,13,0,15,0
ENSSSCG00000040158,0,0,0,0
ENSSSCG00000040165,0,0,3,0
ENSSSCG00000040169,3,0,41,0
ENSSSCG00000040171,0,0,1,0
ENSSSCG00000040187,125,467,100,670
ENSSSCG00000040193,1,5,8,4
ENSSSCG00000040198,0,0,0,0
ENSSSCG00000040200,3,0,5,0
ENSSSCG00000040221,6,0,4,0
ENSSSCG00000040223,0,0,0,0
ENSSSCG00000040235,0,0,0,0
ENSSSCG00000040236,20,61,3,24
ENSSSCG00000040240,0,0,0,0
ENSSSCG00000040242,0,0,0,0
ENSSSCG00000040244,0,0,4,0
ENSSSCG00000040252,128,545,60,899
ENSSSCG00000040253,3,0,12,2
ENSSSCG00000040260,7,11,14,28
ENSSSCG00000040263,0,0,7,0
ENSSSCG00000040267,98,1168,103,1003
ENSSSCG00000040273,1585,8762,3298,15134
ENSSSCG00000040277,10,0,34,3
ENSSSCG00000040282,7,6,16,11
ENSSSCG00000040285,0,1,0,0
ENSSSCG00000040290,0,0,0,0
ENSSSCG00000040293,3,0,2,0
ENSSSCG00000040294,67,179,123,504
ENSSSCG00000040315,12,82,10,50
ENSSSCG00000040321,0,0,0,0
ENSSSCG00000040330,8,132,19,127
ENSSSCG00000040340,1,0,10,0
ENSSSCG00000040342,0,0,0,0
ENSSSCG00000040343,0,0,2,0
ENSSSCG00000040362,0,3,4,1
ENSSSCG00000040379,36,0,55,25
ENSSSCG00000040382,0,0,0,0
ENSSSCG00000040389,0,0,3,0
ENSSSCG00000040412,6,1,4,1
ENSSSCG00000040413,236,1761,295,1240
ENSSSCG00000040416,211,2102,74,1333
ENSSSCG00000040419,347,1643,292,1663
ENSSSCG00000040422,58,167,44,442
ENSSSCG00000040430,0,0,0,0
ENSSSCG00000040433,14,38,22,15
ENSSSCG00000040441,0,0,0,0
ENSSSCG00000040442,3,0,34,0
ENSSSCG00000040446,2,45,18,17
ENSSSCG00000040448,0,17,7,38
ENSSSCG00000040458,0,0,0,0
ENSSSCG00000040460,0,0,0,0
ENSSSCG00000040466,2,0,2,0
ENSSSCG00000040467,6,0,5,0
ENSSSCG00000040472,0,0,0,0
ENSSSCG00000040477,0,0,0,0
ENSSSCG00000040488,0,0,13,0
ENSSSCG00000040490,3,3,1,0
ENSSSCG00000040496,0,0,0,0
ENSSSCG00000040498,73,923,19,994
ENSSSCG00000040506,0,0,0,0
ENSSSCG00000040511,0,0,0,0
ENSSSCG00000040518,0,0,11,0
ENSSSCG00000040520,9,131,13,37
ENSSSCG00000040521,0,0,0,1
ENSSSCG00000040522,0,0,0,0
ENSSSCG00000040533,51,209,117,200
ENSSSCG00000040535,341,226,1045,161
ENSSSCG00000040540,0,1,7,0
ENSSSCG00000040543,1,0,9,0
ENSSSCG00000040544,0,0,2,0
ENSSSCG00000040548,2,0,2,0
ENSSSCG00000040549,0,0,0,0
ENSSSCG00000040556,42,37,45,12
ENSSSCG00000040565,1,0,0,0
ENSSSCG00000040571,101,581,58,805
ENSSSCG00000040572,0,0,0,0
ENSSSCG00000040577,19,57,18,38
ENSSSCG00000040582,18,5,70,14
ENSSSCG00000040586,244,542,411,296
ENSSSCG00000040587,12,0,43,0
ENSSSCG00000040588,2,0,4,0
ENSSSCG00000040592,0,0,0,0
ENSSSCG00000040610,6,0,26,0
ENSSSCG00000040611,0,0,0,0
ENSSSCG00000040612,0,0,0,0
ENSSSCG00000040614,0,0,2,0
ENSSSCG00000040615,6,534,27,172
ENSSSCG00000040616,0,0,0,0
ENSSSCG00000040620,3,0,4,2
ENSSSCG00000040623,0,0,0,0
ENSSSCG00000040626,0,0,0,0
ENSSSCG00000040632,51,99,56,51
ENSSSCG00000040639,87,439,88,235
ENSSSCG00000040650,5,0,4,0
ENSSSCG00000040662,10,0,31,0
ENSSSCG00000040664,0,0,0,0
ENSSSCG00000040670,0,0,0,0
ENSSSCG00000040672,6,0,12,0
ENSSSCG00000040674,0,0,0,0
ENSSSCG00000040677,5,6,13,29
ENSSSCG00000040680,1,0,4,0
ENSSSCG00000040688,71,253,56,138
ENSSSCG00000040690,134,708,263,322
ENSSSCG00000040692,2,0,0,0
ENSSSCG00000040694,0,0,0,0
ENSSSCG00000040699,0,0,9,0
ENSSSCG00000040701,1,8,13,20
ENSSSCG00000040704,0,0,0,0
ENSSSCG00000040707,7,7,19,25
ENSSSCG00000040711,3,1,11,0
ENSSSCG00000040716,0,0,1,0
ENSSSCG00000040730,3,0,14,1
ENSSSCG00000040740,159,505,111,216
ENSSSCG00000040742,0,0,4,0
ENSSSCG00000040752,25,2,62,0
ENSSSCG00000040753,0,0,0,0
ENSSSCG00000040763,25,86,63,116
ENSSSCG00000040764,0,0,4,0
ENSSSCG00000040765,0,0,0,0
ENSSSCG00000040767,0,0,0,0
ENSSSCG00000040769,0,0,0,0
ENSSSCG00000040775,0,0,5,0
ENSSSCG00000040779,0,3,4,5
ENSSSCG00000040795,3,19,0,0
ENSSSCG00000040797,0,0,0,0
ENSSSCG00000040798,12,64,7,16
ENSSSCG00000040810,0,0,0,0
ENSSSCG00000040820,15,33,58,14
ENSSSCG00000040825,70,229,92,344
ENSSSCG00000040828,268,1143,371,1320
ENSSSCG00000040829,10,0,28,5
ENSSSCG00000040835,70,360,18,316
ENSSSCG00000040843,4,6,5,0
ENSSSCG00000040854,183,647,258,415
ENSSSCG00000040861,0,0,0,0
ENSSSCG00000040865,0,0,0,0
ENSSSCG00000040871,1,1,1,0
ENSSSCG00000040874,0,0,0,0
ENSSSCG00000040878,0,0,0,0
ENSSSCG00000040885,0,4,3,2
ENSSSCG00000040889,759,2827,1141,5812
ENSSSCG00000040895,1,1,2,0
ENSSSCG00000040898,0,0,0,0
ENSSSCG00000040899,0,0,0,0
ENSSSCG00000040903,22,7,13,1
ENSSSCG00000040911,2,0,1,0
ENSSSCG00000040918,180,603,316,614
