Gene,GFPneg_Rep1,GFPpos_Rep1,GFPneg_Rep2,GFPpos_Rep2
ENSSSCG00000046665,3,0,1,0
ENSSSCG00000046666,0,1,1,1
ENSSSCG00000046667,4,0,26,0
ENSSSCG00000046668,4,14,37,10
ENSSSCG00000046669,20,107,46,217
ENSSSCG00000046670,19,1,44,0
ENSSSCG00000046671,10,0,21,0
ENSSSCG00000046672,0,0,3,0
ENSSSCG00000046673,1,0,13,0
ENSSSCG00000046674,1,0,32,9
ENSSSCG00000046675,0,0,0,0
ENSSSCG00000046676,0,0,0,0
ENSSSCG00000046677,17,6,9,0
ENSSSCG00000046678,0,0,5,0
ENSSSCG00000046679,5,0,9,0
ENSSSCG00000046680,0,0,0,0
ENSSSCG00000046681,0,0,0,0
ENSSSCG00000046683,15,0,27,0
ENSSSCG00000046684,1,10,1,7
ENSSSCG00000046685,3,12,13,14
ENSSSCG00000046686,4,36,23,2
ENSSSCG00000046687,2,0,15,0
ENSSSCG00000046688,1,0,6,1
ENSSSCG00000046690,10,0,35,0
ENSSSCG00000046691,6,16,46,9
ENSSSCG00000046692,4,2,17,0
ENSSSCG00000046693,15,1,39,0
ENSSSCG00000046694,2,5,2,12
ENSSSCG00000046695,12,0,58,0
ENSSSCG00000046697,4,0,0,0
ENSSSCG00000046698,17,0,54,0
ENSSSCG00000046699,0,0,5,0
ENSSSCG00000046700,0,17,2,11
ENSSSCG00000046701,11,4,18,7
ENSSSCG00000046702,7,0,14,4
ENSSSCG00000046703,5,1,47,0
ENSSSCG00000046704,15,27,35,37
ENSSSCG00000046705,8,23,62,10
ENSSSCG00000046706,13,3,35,9
ENSSSCG00000046707,751,1429,1555,822
ENSSSCG00000046708,0,3,19,0
ENSSSCG00000046709,5,0,5,1
ENSSSCG00000046710,5,0,18,0
ENSSSCG00000046711,22,0,3,0
ENSSSCG00000046712,15,2,65,0
ENSSSCG00000046713,2,2,11,0
ENSSSCG00000046714,0,0,1,0
ENSSSCG00000046715,0,0,3,0
ENSSSCG00000046716,10,4,36,2
ENSSSCG00000046717,0,0,4,0
ENSSSCG00000046718,13,1,19,0
ENSSSCG00000046719,10,0,27,0
ENSSSCG00000046720,13,0,50,0
ENSSSCG00000046721,1,0,0,0
ENSSSCG00000046722,10,18,10,3
ENSSSCG00000046723,30,20,128,9
ENSSSCG00000046724,10,0,43,0
ENSSSCG00000046725,6,0,28,0
ENSSSCG00000046726,5,0,41,0
ENSSSCG00000046728,2,10,3,11
ENSSSCG00000046729,9,6,63,13
ENSSSCG00000046730,0,2,13,2
ENSSSCG00000046733,15,0,59,0
ENSSSCG00000046734,0,1,0,2
ENSSSCG00000046735,5,0,12,0
ENSSSCG00000046736,0,0,0,0
ENSSSCG00000046737,5,16,37,4
ENSSSCG00000046738,3,8,0,11
ENSSSCG00000046739,0,0,8,0
ENSSSCG00000046740,7,23,54,32
ENSSSCG00000046741,6,0,47,0
ENSSSCG00000046742,2,0,4,0
ENSSSCG00000046743,10,13,16,2
ENSSSCG00000046744,1,0,7,0
ENSSSCG00000046745,31,18,80,10
ENSSSCG00000046746,10,0,17,0
ENSSSCG00000046747,5,20,6,28
ENSSSCG00000046749,0,0,6,0
ENSSSCG00000046750,0,0,7,3
ENSSSCG00000046752,8,10,3,1
ENSSSCG00000046754,15,3,34,3
ENSSSCG00000046755,2,0,13,0
ENSSSCG00000046756,5,0,17,0
ENSSSCG00000046757,18,2,56,0
ENSSSCG00000046758,6,0,31,0
ENSSSCG00000046759,2,0,0,0
ENSSSCG00000046760,0,0,0,0
ENSSSCG00000046761,3,1,20,6
ENSSSCG00000046762,0,0,0,0
ENSSSCG00000046763,5,0,3,0
ENSSSCG00000046764,2,6,14,5
ENSSSCG00000046766,11,105,32,175
ENSSSCG00000046767,23,25,87,28
ENSSSCG00000046768,48,46,79,48
ENSSSCG00000046769,35,16,19,12
ENSSSCG00000046771,6,0,13,0
ENSSSCG00000046772,14,0,5,0
ENSSSCG00000046773,0,0,1,0
ENSSSCG00000046774,1,0,15,0
ENSSSCG00000046775,13,0,34,0
ENSSSCG00000046776,0,0,0,0
ENSSSCG00000046777,7,5,25,2
ENSSSCG00000046778,0,0,1,0
ENSSSCG00000046779,11,10,16,0
ENSSSCG00000046780,1,0,12,0
ENSSSCG00000046781,6,5,46,0
ENSSSCG00000046782,10,3,31,21
ENSSSCG00000046783,12,0,35,1
ENSSSCG00000046784,0,0,0,1
ENSSSCG00000046785,22,17,33,8
ENSSSCG00000046787,1,0,9,0
ENSSSCG00000046789,10,0,36,0
ENSSSCG00000046790,1,8,37,0
ENSSSCG00000046791,1,3,7,0
ENSSSCG00000046792,1,0,8,0
ENSSSCG00000046793,0,2,3,3
ENSSSCG00000046794,2,0,0,0
ENSSSCG00000046795,4,0,11,0
ENSSSCG00000046796,4,0,17,0
ENSSSCG00000046797,1,0,2,0
ENSSSCG00000046798,2,0,5,0
ENSSSCG00000046800,5,0,37,0
ENSSSCG00000046801,3,38,6,41
ENSSSCG00000046802,0,0,4,0
ENSSSCG00000046803,17,8,58,67
ENSSSCG00000046804,1,0,0,0
ENSSSCG00000046805,8,2,45,0
ENSSSCG00000046806,19,0,55,0
ENSSSCG00000046807,2,0,23,0
ENSSSCG00000046809,8,0,20,0
ENSSSCG00000046810,0,0,0,0
ENSSSCG00000046811,22,15,27,40
ENSSSCG00000046812,5,0,15,0
ENSSSCG00000046813,0,0,22,2
ENSSSCG00000046814,8,0,29,0
ENSSSCG00000046815,111,11,90,4
ENSSSCG00000046816,14,0,42,0
ENSSSCG00000046817,53,332,150,149
ENSSSCG00000046818,24,116,41,102
ENSSSCG00000046819,3,0,18,0
ENSSSCG00000046820,7,2,57,5
ENSSSCG00000046821,0,0,0,0
ENSSSCG00000046823,1,2,7,0
ENSSSCG00000046824,2,0,7,0
ENSSSCG00000046825,14,0,44,0
ENSSSCG00000046826,24,12,54,12
ENSSSCG00000046827,16,51,26,88
ENSSSCG00000046828,15,26,38,33
ENSSSCG00000046829,2,0,7,0
ENSSSCG00000046830,2,1,10,6
ENSSSCG00000046831,0,0,0,0
ENSSSCG00000046832,4,0,23,0
ENSSSCG00000046833,1,0,4,0
ENSSSCG00000046834,1,6,11,8
ENSSSCG00000046835,6,21,21,9
ENSSSCG00000046836,0,0,11,0
ENSSSCG00000046837,23,37,48,42
ENSSSCG00000046838,17,5,29,1
ENSSSCG00000046839,16,43,31,50
ENSSSCG00000046840,3,0,22,0
ENSSSCG00000046841,26,35,35,27
ENSSSCG00000046842,19,45,73,9
ENSSSCG00000046843,0,2,4,29
ENSSSCG00000046844,3,0,0,0
ENSSSCG00000046845,6,0,13,3
ENSSSCG00000046846,0,0,1,0
ENSSSCG00000046847,2,0,2,0
ENSSSCG00000046848,2,0,0,1
ENSSSCG00000046850,4,0,8,0
ENSSSCG00000046851,0,0,13,0
ENSSSCG00000046852,4,0,3,0
ENSSSCG00000046853,2,52,44,50
ENSSSCG00000046854,23,0,130,8
ENSSSCG00000046856,0,0,5,0
ENSSSCG00000046857,2,2,12,0
ENSSSCG00000046858,11,6,8,4
ENSSSCG00000046859,17,29,55,28
ENSSSCG00000046860,11,1,44,0
ENSSSCG00000046861,7,0,41,0
ENSSSCG00000046862,0,0,0,0
ENSSSCG00000046863,0,0,4,0
ENSSSCG00000046864,0,0,0,0
ENSSSCG00000046865,9,0,75,12
ENSSSCG00000046866,1,2,14,1
ENSSSCG00000046867,1,0,10,0
ENSSSCG00000046868,0,0,7,0
ENSSSCG00000046869,3,0,32,0
ENSSSCG00000046870,5,0,44,0
ENSSSCG00000046871,1,0,2,0
ENSSSCG00000046872,9,0,23,0
ENSSSCG00000046873,0,3,0,0
ENSSSCG00000046874,2,0,41,0
ENSSSCG00000046875,0,0,11,0
ENSSSCG00000046876,19,85,63,62
ENSSSCG00000046877,0,0,5,0
ENSSSCG00000046878,0,0,0,0
ENSSSCG00000046880,0,0,17,0
ENSSSCG00000046882,5,0,14,0
ENSSSCG00000046884,6,0,4,0
ENSSSCG00000046886,15,0,39,0
ENSSSCG00000046887,12,0,27,0
ENSSSCG00000046888,0,0,18,0
ENSSSCG00000046889,35,58,36,5
ENSSSCG00000046890,4,12,11,38
ENSSSCG00000046891,0,0,0,0
ENSSSCG00000046893,4,0,14,0
ENSSSCG00000046895,0,0,4,0
ENSSSCG00000046896,3,0,18,0
ENSSSCG00000046897,22,167,20,274
ENSSSCG00000046898,0,0,1,0
ENSSSCG00000046899,5,1,35,0
ENSSSCG00000046900,6,0,32,0
ENSSSCG00000046901,21,71,72,34
ENSSSCG00000046902,0,0,0,0
ENSSSCG00000046903,0,0,2,0
ENSSSCG00000046904,206,241,252,226
ENSSSCG00000046905,0,3,0,4
ENSSSCG00000046906,1,3,10,0
ENSSSCG00000046907,5,1,13,0
ENSSSCG00000046908,24,1,80,2
ENSSSCG00000046909,1,0,3,0
ENSSSCG00000046910,0,0,0,0
ENSSSCG00000046911,0,0,1,0
ENSSSCG00000046912,0,0,0,0
ENSSSCG00000046913,2,2,6,1
ENSSSCG00000046914,2,0,0,0
ENSSSCG00000046915,10,0,56,0
ENSSSCG00000046916,19,37,48,17
ENSSSCG00000046917,10,0,41,0
ENSSSCG00000046918,9,0,38,0
ENSSSCG00000046919,3,0,11,0
ENSSSCG00000046920,0,0,1,0
ENSSSCG00000046921,1,0,3,0
ENSSSCG00000046922,0,0,5,0
ENSSSCG00000046923,7,0,36,0
ENSSSCG00000046924,3,17,25,5
ENSSSCG00000046925,4,0,0,0
ENSSSCG00000046926,0,0,17,1
ENSSSCG00000046928,4,8,13,0
ENSSSCG00000046929,12,72,51,76
ENSSSCG00000046930,3,0,4,0
ENSSSCG00000046931,6,0,24,1
ENSSSCG00000046932,8,0,39,0
ENSSSCG00000046933,3,0,5,0
ENSSSCG00000046934,0,0,3,0
ENSSSCG00000046935,58,248,44,113
ENSSSCG00000046936,4,0,27,0
ENSSSCG00000046937,14,137,30,51
ENSSSCG00000046938,0,0,0,0
ENSSSCG00000046939,0,0,0,0
ENSSSCG00000046940,9,0,42,0
ENSSSCG00000046941,6,0,21,0
ENSSSCG00000046942,8,0,54,0
ENSSSCG00000046943,0,0,3,0
ENSSSCG00000046944,0,0,1,1
ENSSSCG00000046945,72,547,81,1117
ENSSSCG00000046946,6,8,48,0
ENSSSCG00000046947,110,651,202,1149
ENSSSCG00000046948,18,0,45,0
ENSSSCG00000046949,0,0,4,0
ENSSSCG00000046950,11,2,11,27
ENSSSCG00000046951,5,0,24,0
ENSSSCG00000046952,23,14,52,22
ENSSSCG00000046953,2,0,3,0
ENSSSCG00000046954,11,0,48,0
ENSSSCG00000046955,8,0,22,0
ENSSSCG00000046956,2,0,26,0
ENSSSCG00000046957,6,0,17,0
ENSSSCG00000046958,2,0,5,0
ENSSSCG00000046959,8,0,49,0
ENSSSCG00000046960,4,0,28,1
ENSSSCG00000046961,0,0,1,0
ENSSSCG00000046962,5,10,29,5
ENSSSCG00000046964,0,7,4,0
ENSSSCG00000046965,8,0,23,0
ENSSSCG00000046966,24,0,41,1
ENSSSCG00000046967,3,21,19,1
ENSSSCG00000046968,1,0,5,0
ENSSSCG00000046969,15,4,48,0
ENSSSCG00000046970,3,0,15,0
ENSSSCG00000046971,1,0,10,0
ENSSSCG00000046972,0,0,22,0
ENSSSCG00000046973,19,0,34,0
ENSSSCG00000046974,5,0,5,0
ENSSSCG00000046975,6,0,30,0
ENSSSCG00000046977,10,2,12,0
ENSSSCG00000046978,5,35,10,44
ENSSSCG00000046980,6,0,46,0
ENSSSCG00000046981,4,0,6,0
ENSSSCG00000046982,3,0,26,0
ENSSSCG00000046983,28,0,80,0
ENSSSCG00000046984,8,5,64,0
ENSSSCG00000046985,15,0,39,0
ENSSSCG00000046986,6,2,28,0
ENSSSCG00000046987,0,0,0,0
ENSSSCG00000046988,2,0,9,0
ENSSSCG00000046989,28,31,48,32
ENSSSCG00000046990,0,0,0,0
ENSSSCG00000046991,6,0,10,0
ENSSSCG00000046992,1,0,0,1
ENSSSCG00000046994,12,2,62,0
ENSSSCG00000046995,9,1,70,37
ENSSSCG00000046996,2,0,2,5
ENSSSCG00000046997,1,0,5,0
ENSSSCG00000046998,11,9,25,1
ENSSSCG00000046999,9,0,22,5
ENSSSCG00000047000,21,6,57,20
ENSSSCG00000047001,2,0,16,0
ENSSSCG00000047002,13,0,44,0
ENSSSCG00000047003,192,947,200,777
ENSSSCG00000047004,2,0,28,0
ENSSSCG00000047005,0,0,4,0
ENSSSCG00000047006,8,10,27,0
ENSSSCG00000047008,0,4,8,0
ENSSSCG00000047009,6,19,47,13
ENSSSCG00000047010,9,1,17,0
ENSSSCG00000047011,27,92,75,102
ENSSSCG00000047013,11,0,66,0
ENSSSCG00000047014,3,0,12,0
ENSSSCG00000047015,7,0,33,0
ENSSSCG00000047016,27,41,60,71
ENSSSCG00000047017,4,0,46,0
ENSSSCG00000047019,2,0,13,3
ENSSSCG00000047020,0,0,0,0
ENSSSCG00000047021,0,0,0,0
ENSSSCG00000047022,10,9,67,28
ENSSSCG00000047023,22,33,73,9
ENSSSCG00000047024,5,0,36,0
ENSSSCG00000047025,1,0,12,0
ENSSSCG00000047026,4,0,25,0
ENSSSCG00000047027,5,0,31,0
ENSSSCG00000047029,26,39,42,31
ENSSSCG00000047030,13,0,63,0
ENSSSCG00000047031,6,13,38,6
ENSSSCG00000047032,2,0,8,0
ENSSSCG00000047033,7,1,27,0
ENSSSCG00000047034,6,0,0,0
ENSSSCG00000047035,1,0,12,0
ENSSSCG00000047036,0,0,4,0
ENSSSCG00000047037,0,0,0,0
ENSSSCG00000047038,0,0,1,1
ENSSSCG00000047039,3,0,20,0
ENSSSCG00000047040,8,2,1,0
ENSSSCG00000047041,60,114,70,71
ENSSSCG00000047042,2,0,7,0
ENSSSCG00000047044,47,28,89,27
ENSSSCG00000047046,0,0,0,0
ENSSSCG00000047047,4,0,35,0
ENSSSCG00000047048,83,235,45,147
ENSSSCG00000047049,1,0,1,0
ENSSSCG00000047050,1,0,16,0
ENSSSCG00000047051,19,89,75,117
ENSSSCG00000047052,2,0,9,0
ENSSSCG00000047053,0,0,0,0
ENSSSCG00000047054,13,160,44,141
ENSSSCG00000047055,2,0,0,0
ENSSSCG00000047056,0,0,8,0
ENSSSCG00000047057,0,0,7,0
ENSSSCG00000047058,2,0,2,0
ENSSSCG00000047059,0,0,5,0
ENSSSCG00000047060,50,159,75,88
ENSSSCG00000047061,3,0,18,0
ENSSSCG00000047063,20,34,40,30
ENSSSCG00000047064,7,5,14,3
ENSSSCG00000047065,0,8,23,2
ENSSSCG00000047066,0,1,12,3
ENSSSCG00000047067,17,87,55,50
ENSSSCG00000047069,15,9,70,9
ENSSSCG00000047070,20,23,37,36
ENSSSCG00000047071,4,0,10,0
ENSSSCG00000047072,1,0,3,0
ENSSSCG00000047073,37,25,83,22
ENSSSCG00000047074,2,0,20,0
ENSSSCG00000047075,4,1,24,3
ENSSSCG00000047076,14,9,52,7
ENSSSCG00000047077,6,0,22,0
ENSSSCG00000047078,4,1,18,0
ENSSSCG00000047079,2,6,17,0
ENSSSCG00000047080,3,1,13,5
ENSSSCG00000047084,11,6,66,0
ENSSSCG00000047086,37,288,85,572
ENSSSCG00000047087,11,0,27,1
ENSSSCG00000047088,115,902,45,745
ENSSSCG00000047090,11,55,32,72
ENSSSCG00000047091,10,0,52,0
ENSSSCG00000047092,20,0,40,0
ENSSSCG00000047094,6,41,4,16
ENSSSCG00000047095,0,0,1,0
ENSSSCG00000047096,5,0,14,0
ENSSSCG00000047097,0,0,0,0
ENSSSCG00000047098,6,0,28,0
ENSSSCG00000047099,8,49,3,17
ENSSSCG00000047100,0,0,0,0
ENSSSCG00000047101,8,38,14,36
ENSSSCG00000047102,0,0,2,0
ENSSSCG00000047103,5,12,23,11
ENSSSCG00000047104,0,0,5,0
ENSSSCG00000047105,19,37,83,59
ENSSSCG00000047106,10,25,58,40
ENSSSCG00000047107,8,0,24,0
ENSSSCG00000047108,6,16,33,20
ENSSSCG00000047109,8,0,23,0
ENSSSCG00000047110,2,0,3,0
ENSSSCG00000047111,3,8,17,19
ENSSSCG00000047112,0,0,0,0
ENSSSCG00000047113,2,0,7,3
ENSSSCG00000047114,0,0,0,0
ENSSSCG00000047115,27,0,67,0
ENSSSCG00000047116,13,13,8,2
ENSSSCG00000047117,7,0,21,0
ENSSSCG00000047118,0,0,0,0
ENSSSCG00000047119,0,0,0,0
ENSSSCG00000047120,0,1,9,0
ENSSSCG00000047121,0,0,0,0
ENSSSCG00000047122,17,45,57,29
ENSSSCG00000047123,6,0,20,0
ENSSSCG00000047124,1,0,10,0
ENSSSCG00000047125,6,0,34,0
ENSSSCG00000047126,10,4,6,6
ENSSSCG00000047129,8,18,44,29
ENSSSCG00000047130,0,0,0,0
ENSSSCG00000047131,0,0,22,0
ENSSSCG00000047132,7,1,14,0
ENSSSCG00000047133,42,233,12,506
ENSSSCG00000047134,6,0,45,0
ENSSSCG00000047135,1,0,0,0
ENSSSCG00000047136,11,0,27,0
ENSSSCG00000047137,7,0,37,0
ENSSSCG00000047138,28,0,91,0
ENSSSCG00000047139,18,11,64,6
ENSSSCG00000047140,2,0,16,0
ENSSSCG00000047141,1,4,4,7
ENSSSCG00000047142,7,0,10,0
ENSSSCG00000047143,3,0,3,0
ENSSSCG00000047144,45,127,15,134
ENSSSCG00000047145,11,0,44,0
ENSSSCG00000047147,17,73,72,86
ENSSSCG00000047148,0,0,4,0
ENSSSCG00000047150,1,0,9,1
ENSSSCG00000047151,4,0,10,0
ENSSSCG00000047152,0,0,0,0
ENSSSCG00000047153,10,20,27,31
ENSSSCG00000047154,8,3,9,4
ENSSSCG00000047155,9,8,14,2
ENSSSCG00000047157,26,100,21,317
ENSSSCG00000047158,3,0,18,0
ENSSSCG00000047159,0,0,16,0
ENSSSCG00000047160,10,0,54,5
ENSSSCG00000047161,5,5,19,1
ENSSSCG00000047162,0,0,5,0
ENSSSCG00000047163,10,0,21,4
ENSSSCG00000047164,70,170,94,264
ENSSSCG00000047165,21,5,45,1
ENSSSCG00000047166,0,0,5,0
ENSSSCG00000047167,4,1,12,6
ENSSSCG00000047168,11,0,33,0
ENSSSCG00000047169,14,0,6,0
ENSSSCG00000047170,0,0,41,0
ENSSSCG00000047171,28,34,75,40
ENSSSCG00000047172,0,0,0,0
ENSSSCG00000047173,6,18,60,3
ENSSSCG00000047174,10,14,80,8
ENSSSCG00000047175,10,33,57,11
ENSSSCG00000047176,8,1,2,0
ENSSSCG00000047177,9,0,10,0
ENSSSCG00000047178,1,0,9,0
ENSSSCG00000047179,0,0,0,0
ENSSSCG00000047180,7,3,15,1
ENSSSCG00000047181,4,34,14,63
ENSSSCG00000047182,6,0,24,0
ENSSSCG00000047183,6,3,13,0
ENSSSCG00000047184,0,0,2,0
ENSSSCG00000047186,13,5,62,25
ENSSSCG00000047187,4,4,29,0
ENSSSCG00000047188,15,48,63,76
ENSSSCG00000047189,1,0,1,0
ENSSSCG00000047190,0,0,0,0
ENSSSCG00000047191,17,50,50,26
ENSSSCG00000047192,8,5,8,7
ENSSSCG00000047193,7,22,52,27
ENSSSCG00000047194,9,0,45,0
ENSSSCG00000047195,7,2,44,0
ENSSSCG00000047196,32,161,69,77
ENSSSCG00000047197,0,0,7,0
ENSSSCG00000047198,6,6,23,0
ENSSSCG00000047199,4,0,30,0
ENSSSCG00000047200,15,22,45,10
ENSSSCG00000047201,14,58,60,23
ENSSSCG00000047202,6,0,40,0
ENSSSCG00000047203,0,0,2,0
ENSSSCG00000047204,6,3,11,3
ENSSSCG00000047205,0,0,6,0
ENSSSCG00000047206,0,0,0,0
ENSSSCG00000047207,3,0,4,0
ENSSSCG00000047208,13,0,108,0
ENSSSCG00000047209,1,0,33,0
ENSSSCG00000047210,26,5,33,9
ENSSSCG00000047211,1,0,13,0
ENSSSCG00000047212,1,6,10,0
ENSSSCG00000047213,0,0,0,0
ENSSSCG00000047214,3,15,6,42
ENSSSCG00000047215,0,0,1,0
ENSSSCG00000047216,4,0,0,2
ENSSSCG00000047217,0,3,0,2
ENSSSCG00000047218,20,0,47,0
ENSSSCG00000047219,9,0,27,0
ENSSSCG00000047220,13,10,34,12
ENSSSCG00000047222,4,0,52,0
ENSSSCG00000047223,15,17,47,9
ENSSSCG00000047224,9,0,25,0
ENSSSCG00000047225,0,0,1,0
ENSSSCG00000047226,5,0,26,0
ENSSSCG00000047227,2,0,6,0
ENSSSCG00000047229,10,0,44,0
ENSSSCG00000047230,6,19,37,13
ENSSSCG00000047231,0,0,5,0
ENSSSCG00000047233,9,0,58,0
ENSSSCG00000047234,13,42,20,169
ENSSSCG00000047235,4,0,37,0
ENSSSCG00000047236,17,21,54,16
ENSSSCG00000047237,18,0,41,0
ENSSSCG00000047238,0,0,7,0
ENSSSCG00000047239,0,0,0,0
ENSSSCG00000047240,23,42,120,30
ENSSSCG00000047241,31,72,56,46
ENSSSCG00000047242,0,0,0,0
ENSSSCG00000047243,0,17,11,17
ENSSSCG00000047244,3,1,34,1
ENSSSCG00000047245,7,0,59,0
ENSSSCG00000047246,7,12,7,0
ENSSSCG00000047248,4,85,15,37
ENSSSCG00000047249,0,0,11,0
ENSSSCG00000047250,35,24,120,4
ENSSSCG00000047251,0,0,0,5
ENSSSCG00000047252,3,0,7,0
ENSSSCG00000047253,4,2,35,0
ENSSSCG00000047254,22,8,52,3
ENSSSCG00000047255,1,2,12,0
ENSSSCG00000047256,1,0,7,0
ENSSSCG00000047257,4,7,6,9
ENSSSCG00000047258,0,0,3,0
ENSSSCG00000047259,6,0,20,1
ENSSSCG00000047260,18,3,31,3
ENSSSCG00000047262,37,23,67,15
ENSSSCG00000047263,4,0,17,0
ENSSSCG00000047264,11,26,31,150
ENSSSCG00000047265,6,0,30,0
ENSSSCG00000047266,2,2,16,0
ENSSSCG00000047267,0,0,0,0
ENSSSCG00000047268,26,22,44,13
ENSSSCG00000047269,0,0,0,0
ENSSSCG00000047270,25,3,70,3
ENSSSCG00000047271,8,0,41,0
ENSSSCG00000047272,7,0,20,0
ENSSSCG00000047273,0,0,4,0
ENSSSCG00000047274,6,0,18,0
ENSSSCG00000047275,15,0,47,0
ENSSSCG00000047276,2,0,34,0
ENSSSCG00000047277,7,0,30,0
ENSSSCG00000047278,0,0,0,0
ENSSSCG00000047279,0,0,8,0
ENSSSCG00000047280,6,20,5,3
ENSSSCG00000047281,3,0,15,0
ENSSSCG00000047282,2,0,11,0
ENSSSCG00000047283,33,53,107,30
ENSSSCG00000047284,5,0,6,0
ENSSSCG00000047285,0,0,27,0
ENSSSCG00000047286,0,0,0,0
ENSSSCG00000047287,11,0,57,0
ENSSSCG00000047288,13,97,47,79
ENSSSCG00000047289,5,19,3,7
ENSSSCG00000047290,8,49,24,91
ENSSSCG00000047291,9,0,16,0
ENSSSCG00000047292,6,0,38,1
ENSSSCG00000047293,4,0,16,0
ENSSSCG00000047294,1,2,14,0
ENSSSCG00000047295,9,0,38,0
ENSSSCG00000047296,2,9,21,21
ENSSSCG00000047297,9,0,12,0
ENSSSCG00000047300,3,8,26,9
ENSSSCG00000047301,0,0,0,0
ENSSSCG00000047302,14,0,25,0
ENSSSCG00000047303,11,7,27,16
ENSSSCG00000047305,4,1,14,7
ENSSSCG00000047306,0,2,6,0
ENSSSCG00000047307,5,1,13,1
ENSSSCG00000047308,0,0,9,0
ENSSSCG00000047309,0,0,1,0
ENSSSCG00000047310,4,20,18,12
ENSSSCG00000047311,0,0,0,0
ENSSSCG00000047312,0,0,6,0
ENSSSCG00000047313,11,1,40,0
ENSSSCG00000047314,0,0,10,2
ENSSSCG00000047315,5,0,8,0
ENSSSCG00000047316,14,4,34,6
ENSSSCG00000047317,0,0,26,2
ENSSSCG00000047318,1,0,3,0
ENSSSCG00000047319,7,0,9,0
ENSSSCG00000047320,20,0,67,9
ENSSSCG00000047321,2,1,16,0
ENSSSCG00000047322,6,0,30,0
ENSSSCG00000047323,7,0,20,0
ENSSSCG00000047324,163,662,227,1105
ENSSSCG00000047325,1,0,1,0
ENSSSCG00000047326,19,0,48,0
ENSSSCG00000047327,0,0,5,0
ENSSSCG00000047328,1,5,15,7
ENSSSCG00000047329,1,0,0,0
ENSSSCG00000047330,2,0,2,0
ENSSSCG00000047331,1,0,0,0
ENSSSCG00000047332,3,0,4,0
ENSSSCG00000047333,4,6,41,6
ENSSSCG00000047334,1,0,29,0
ENSSSCG00000047335,0,0,1,0
ENSSSCG00000047336,14,0,22,5
ENSSSCG00000047337,12,0,17,0
ENSSSCG00000047338,2,2,16,2
ENSSSCG00000047339,10,0,78,0
ENSSSCG00000047340,0,0,6,0
ENSSSCG00000047341,0,0,0,0
ENSSSCG00000047342,14,1,56,25
ENSSSCG00000047343,0,0,1,0
ENSSSCG00000047344,61,314,25,259
ENSSSCG00000047345,6,13,38,19
ENSSSCG00000047346,3,0,6,0
ENSSSCG00000047348,0,0,6,0
ENSSSCG00000047349,6,16,8,9
ENSSSCG00000047350,4,19,15,43
ENSSSCG00000047351,1,0,1,0
ENSSSCG00000047352,17,37,51,51
ENSSSCG00000047353,0,0,3,0
ENSSSCG00000047354,5,1,38,0
ENSSSCG00000047355,0,0,0,0
ENSSSCG00000047356,0,0,0,0
ENSSSCG00000047357,10,9,32,29
ENSSSCG00000047358,18,0,39,0
ENSSSCG00000047359,18,0,72,0
ENSSSCG00000047360,2,0,2,0
ENSSSCG00000047361,8,21,27,40
ENSSSCG00000047362,0,0,0,0
ENSSSCG00000047363,0,0,0,0
ENSSSCG00000047364,1,0,2,1
ENSSSCG00000047365,3,26,24,3
ENSSSCG00000047366,2,5,47,7
ENSSSCG00000047367,0,2,2,10
ENSSSCG00000047368,1,14,12,8
ENSSSCG00000047369,0,0,0,0
ENSSSCG00000047370,5,5,15,5
ENSSSCG00000047371,25,14,110,10
ENSSSCG00000047372,1,0,7,0
ENSSSCG00000047374,15,0,53,0
ENSSSCG00000047375,4,0,6,0
ENSSSCG00000047376,0,8,12,0
ENSSSCG00000047377,1,1,13,17
ENSSSCG00000047378,9,5,33,10
ENSSSCG00000047379,51,184,136,175
ENSSSCG00000047380,0,0,0,0
ENSSSCG00000047381,0,0,0,0
ENSSSCG00000047382,2,0,44,0
ENSSSCG00000047383,30,40,60,18
ENSSSCG00000047385,14,0,43,0
ENSSSCG00000047386,6,0,52,0
ENSSSCG00000047388,0,0,5,0
ENSSSCG00000047389,7,0,6,0
ENSSSCG00000047390,15,0,47,0
ENSSSCG00000047391,7,0,51,0
ENSSSCG00000047392,7,0,18,0
ENSSSCG00000047393,7,0,29,0
ENSSSCG00000047394,1,0,5,0
ENSSSCG00000047395,2,1,35,1
ENSSSCG00000047396,0,6,6,0
ENSSSCG00000047397,11,0,30,0
ENSSSCG00000047398,18,15,61,22
ENSSSCG00000047399,6,0,14,0
ENSSSCG00000047400,1,1,23,0
ENSSSCG00000047401,4,10,51,2
ENSSSCG00000047402,0,0,0,0
ENSSSCG00000047403,115,83,129,7
ENSSSCG00000047404,21,12,4,5
ENSSSCG00000047405,2,0,12,0
ENSSSCG00000047406,4,0,31,0
ENSSSCG00000047407,1,0,14,0
ENSSSCG00000047408,7,0,57,0
ENSSSCG00000047409,11,2,42,0
ENSSSCG00000047410,0,0,0,0
ENSSSCG00000047411,8,0,86,1
ENSSSCG00000047412,23,13,41,4
ENSSSCG00000047414,7,108,28,187
ENSSSCG00000047415,0,1,1,0
ENSSSCG00000047416,0,0,3,0
ENSSSCG00000047417,8,0,12,0
ENSSSCG00000047418,10,0,43,4
ENSSSCG00000047419,1,3,2,15
ENSSSCG00000047421,2,2,34,4
ENSSSCG00000047423,1,0,10,0
ENSSSCG00000047424,20,51,57,39
ENSSSCG00000047425,2,0,17,6
